block,gp,district,res_10_gp_id
mauima,gadhina,elahabaad,16955
mauima,gadiyani,elahabaad,16956
mauima,garhchampa,elahabaad,16957
mauima,ghinpur,elahabaad,16958
mauima,ismailpur,elahabaad,16959
mauima,ismailpur ta0abdalpur,elahabaad,16960
mauima,jamkhuri,elahabaad,16961
mauima,jamui,elahabaad,16962
mauima,jogipur,elahabaad,16963
mauima,kathvar parvajpur,elahabaad,16964
mauima,katra dayaram,elahabaad,16965
mauima,khargapur,elahabaad,16966
mauima,madari,elahabaad,16967
mauima,maharauda,elahabaad,16968
mauima,malak bhalaa,elahabaad,16969
mauima,malak payagi,elahabaad,16970
mauima,maniumarpur,elahabaad,16971
mauima,marakhaamau,elahabaad,16972
mauima,mauima,elahabaad,16973
mauima,mohamamadpur sarai ali,elahabaad,16974
mauima,para0paa0 badgaon,elahabaad,16975
mauima,pasiapur,elahabaad,16976
mauima,pilkhua,elahabaad,16977
mauima,purakhipur,elahabaad,16978
mauima,puuranpur,elahabaad,16979
mauima,ramnagar gasiyaari,elahabaad,16980
mauima,ramnagar umari nijaampur,elahabaad,16981
mauima,ratan sanpur,elahabaad,16982
mauima,sakaramu,elahabaad,16983
mauima,samara veerabhanpur,elahabaad,16984
mauima,sarahtan uraf naugira,elahabaad,16985
mauima,sarai badshaah kuli,elahabaad,16986
mauima,sarai kashav uraf baagi,elahabaad,16987
mauima,saraidina,elahabaad,16988
mauima,shahabajpur,elahabaad,16989
mauima,sikandarpur,elahabaad,16990
mauima,sisva,elahabaad,16991
mauima,sultanpur khaas,elahabaad,16992
mauima,tajopur,elahabaad,16993
mauima,tii0tii0abdalpur,elahabaad,16994
mauima,vishamaharpur,elahabaad,16995
mauima,vrisihpur alipur,elahabaad,16996
meja,akhri shahpur,elahabaad,16997
meja,amora,elahabaad,16998
meja,atari amilia,elahabaad,16999
meja,badhwa,elahabaad,17000
meja,bhadvara,elahabaad,17001
meja,bhairararya,elahabaad,17002
meja,bhasundar khurad,elahabaad,17003
meja,bhatautee,elahabaad,17004
meja,chaad khamahariya,elahabaad,17005
meja,chaparo,elahabaad,17006
meja,dallaha,elahabaad,17007
meja,dari,elahabaad,17008
meja,dharahan,elahabaad,17009
meja,dharaval,elahabaad,17010
meja,dighalo,elahabaad,17011
meja,gadurahi,elahabaad,17012
meja,ghoraha,elahabaad,17013
meja,gunai gaharpur,elahabaad,17014
meja,hardiha,elahabaad,17015
meja,isuta,elahabaad,17016
meja,itwa kala,elahabaad,17017
meja,jamua,elahabaad,17018
meja,jaraar,elahabaad,17019
meja,kauhat,elahabaad,17020
meja,kharkakhas,elahabaad,17021
meja,khuta,elahabaad,17022
meja,kohdar,elahabaad,17023
meja,konaa,elahabaad,17024
meja,kurki kala,elahabaad,17025
meja,lotaad,elahabaad,17026
meja,lutar,elahabaad,17027
meja,madra,elahabaad,17028
meja,madraha,elahabaad,17029
meja,mahulikala,elahabaad,17030
meja,maikala,elahabaad,17031
meja,majaa,elahabaad,17032
meja,mamoli,elahabaad,17033
meja,mudpala,elahabaad,17034
meja,navada,elahabaad,17035
meja,navidhaya,elahabaad,17036
meja,paati,elahabaad,17037
meja,palpatti,elahabaad,17038
